Annotation,ENS_PRED,Gene length,Prob_per_len,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names
alr1207,0.0949978231437633,829,0.00011459327279102931,alr1207,Q8YXK5,WP_010995380,2.0,9.0,4.0,5.0,96.58725,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)
alr3815,0.0949833185668394,2590,3.6673095971752666e-05,alr3815,Q8YQK8,WP_010997956,,,,,,Alr3815 protein
all4109,0.094814217410408,808,0.00011734432847822772,all4109,Q8YPT2,WP_010998248,,,,,,All4109 protein
all4675,0.094422437080128,1504,6.278087571817021e-05,all4675,Q8YN93,WP_010998806,,,,,,Transposase
alr3601,0.0944064052073779,1597,5.911484358633557e-05,alr3601,Q8YR49,WP_010997750,,,,,,Alr3601 protein
asr0531,0.0943780589506911,343,0.0002751546908183414,asr0531,P07124,WP_010994707,,,,,,"Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod (L-8.9/R) (Rod-capping linker protein)"
all2116,0.0943367022914016,1351,6.982731479748453e-05,all2116,Q8YV65,WP_010996274,,,,,,All2116 protein
alr1997,0.0943281120183042,1003,9.404597409601615e-05,alr1997,Q8YVI1,WP_010996158,,,,,,Alr1997 protein
asr1307,0.0942307822764651,337,0.0002796165646185908,asr1307,Q8YXA8,WP_010995479,,,,,,Asr1307 protein
alr3452,0.0941934074933654,1348,6.987641505442537e-05,alr3452,Q8YRJ4,WP_010997602,,,,,,Alr3452 protein
asl0940,0.0941194031409244,394,0.00023888173386021422,asl0940,Q8YYB1,WP_010995114,0.0,5.0,0.0,5.0,88.52825,Asl0940 protein
alr3086,0.0937497641315798,583,0.00016080577038006828,alr3086,Q8YSJ9,WP_010997237,,,,,,Gluconokinase (EC 2.7.1.12)
all3391,0.0935532845977544,571,0.00016384112889273976,all3391,Q8YRQ3,WP_010997541,,,,,,All3391 protein
asl0846,0.0935139534291656,289,0.0003235776935265246,asl0846,Q8YYK2,WP_010995020,1.0,5.0,0.0,5.0,91.12924999999998,Photosystem II reaction center protein H (PSII-H)
all4874,0.0934978671381651,778,0.00012017720711846414,all4874,Q8YMQ9,WP_010999000,,,,,,All4874 protein
asl0176,0.0934968675827496,364,0.00025685952632623516,asl0176,Q8Z0C2,WP_010994353,,,,,,Asl0176 protein
all3526,0.0934110564750514,1282,7.286353859208377e-05,all3526,Q8YRC2,WP_010997676,,,,,,3'-phosphate/5'-hydroxy nucleic acid ligase (EC 6.5.1.8)
alr1528,0.0933719903377104,925,0.00010094269225698422,alr1528,Q8YWS5,WP_010995697,,,,,,Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.-)
alr5087,0.093345881289119,475,0.0001965176448191979,alr5087,Q8YM53,WP_010999213,,,,,,Alr5087 protein
all0173,0.0932534322131182,976,9.554654939868668e-05,all0173,Q8Z0C5,WP_010994350,0.0,5.0,0.0,5.0,91.6015,All0173 protein
all0464,0.0932228424264455,1621,5.750946479114467e-05,all0464,Q8YZJ6,WP_010994640,,,,,,All0464 protein
all4540,0.0930865972799732,514,0.00018110232933846927,all4540,Q8YNM4,WP_010998673,,,,,,All4540 protein
all0721,0.0930687270981152,1219,7.63484225579288e-05,all0721,Q8YYX1,WP_010994896,,,,,,All0721 protein
alr4847,0.0927606733212056,997,9.303979269930351e-05,alr4847,Q8YMT2,WP_010998975,0.0,5.0,0.0,5.0,87.60125,Alr4847 protein
alr2241,0.092622567450517,1234,7.505880668599433e-05,alr2241,Q8YUU0,WP_010996399,,,,,,histidine kinase (EC 2.7.13.3)
all1984,0.0925737894198717,586,0.00015797574986326228,all1984,Q8YVJ3,WP_010996146,,,,,,All1984 protein
all3568,0.0924079499459059,1000,9.24079499459059e-05,all3568,Q8YR80,WP_010997718,,,,,,All3568 protein
alr0068,0.0923831182513829,655,0.0001410429286280655,alr0068,Q8Z0M3,WP_010994245,,,,,,Adenylate kinase 2 (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase 2) (Adenylate monophosphate kinase 2)
alr1039,0.0921849756376284,1297,7.107554019863408e-05,alr1039,Q8YY14,WP_010995213,,,,,,Alr1039 protein
all4950,0.0921718226613469,892,0.0001033316397548732,all4950,Q8YMI3,WP_010999076,,,,,,All4950 protein
alr1114,0.0920422126909013,859,0.00010715042222456497,alr1114,Q8YXU5,WP_010995287,,,,,,Alr1114 protein
all0160,0.0919002509637978,1255,7.322729160461976e-05,all0160,Q8Z0D8,WP_010994337,,,,,,All0160 protein
all3113,0.0916990995378793,745,0.00012308603964816014,all3113,Q8YSH2,WP_010997264,,,,,,Serine esterase
alr3331,0.0915406185908903,2269,4.034403639968722e-05,alr3331,Q8YRW1,WP_010997482,,,,,,ATP-dependent helicase
alr0528,0.0915377569170291,622,0.00014716681176371238,alr0528,P07120,WP_010994704,,,,,,C-phycocyanin beta subunit
alr3115,0.0915099646201612,3121,2.9320719199026336e-05,alr3115,Q8YSH0,WP_010997266,,,,,,Alr3115 protein
alr4277,0.0914824132565758,1486,6.156286221842248e-05,alr4277,Q8YPC1,WP_010998415,,,,,,Sugar ABC transporter sugar binding protein
asr0941,0.0912479778361254,220,0.00041476353561875184,asr0941,Q8YYB0,WP_010995115,2.0,5.0,0.0,5.0,94.231,Photosystem II reaction center protein X
alr3775,0.0911825429280523,448,0.00020353246189297388,alr3775,Q8YQP5,WP_010997916,,,,,,Alr3775 protein
alr1928,0.0911557022610523,1639,5.561665787739615e-05,alr1928,Q8YVP6,WP_010996092,,,,,,Alr1928 protein
all3559,0.0910290958778633,943,9.653138481215621e-05,all3559,Q8YR89,WP_010997709,,,,,,All3559 protein
alr1197,0.0910073604739552,877,0.00010377122060884287,alr1197,Q8YXL5,WP_010995370,,,,,,Alr1197 protein
all1782,0.0908641016452119,1948,4.66448160396365e-05,all1782,Q8YW34,WP_010995950,,,,,,All1782 protein
all2115,0.0905418529775,973,9.305431960688593e-05,all2115,Q8YV66,WP_010996273,,,,,,All2115 protein
alr4803,0.0905017231772772,874,0.00010354888235386408,alr4803,Q8YMX1,WP_010998933,0.0,5.0,0.0,5.0,90.17525,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase"
alr3666,0.0904804652752775,940,9.625581412263565e-05,alr3666,Q8YQZ4,WP_010997810,,,,,,Urease accessory protein UreD
alr1655,0.0904410308068706,1633,5.538336240469725e-05,alr1655,Q8YWF8,WP_010995824,,,,,,Alr1655 protein
alr2174,0.0903385875117244,1096,8.242571853259525e-05,alr2174,Q8YV07,WP_010996332,,,,,,Transcriptional regulator
alr1306,0.0903170067466636,913,9.89233370719207e-05,alr1306,Q8YXA9,WP_010995478,,,,,,Alr1306 protein
asr0757,0.0902415392339587,310,0.0002911017394643829,asr0757,Q8YYT9,WP_010994931,,,,,,Asr0757 protein
all0067,0.0902081070278171,637,0.0001416139827752231,all0067,Q8Z0M4,WP_010994244,,,,,,Cob(I)alamin adenosyltransferase
all4843,0.0901526333680595,715,0.00012608759911616712,all4843,Q8YMT6,WP_010998971,,,,,,All4843 protein
alr4913,0.089894306238522,652,0.00013787470281981901,alr4913,Q8YMM0,WP_010999039,,,,,,Alr4913 protein
alr1808,0.089878460242523,1057,8.503165585858372e-05,alr1808,Q8YW08,WP_010995976,,,,,,Alr1808 protein
all2275,0.0898717071988555,685,0.00013119957255307372,all2275,Q8YUR0,WP_010996432,,,,,,All2275 protein
all3141,0.0897397427488937,1447,6.201779042770815e-05,all3141,Q8YSE7,WP_010997292,,,,,,AAA superfamily ATPase
all1765,0.089723639481097,658,0.00013635811471291337,all1765,Q8YW51,WP_010995933,,,,,,All1765 protein
alr5021,0.0897148109600137,796,0.00011270704894474083,alr5021,Q8YMB3,WP_010999147,,,,,,Alr5021 protein
all2550,0.0896900426271522,760,0.000118013213983095,all2550,Q8YU11,WP_010996706,,,,,,All2550 protein
all3318,0.089656325698026,550,0.00016301150126913817,all3318,Q8YRX4,WP_010997469,,,,,,All3318 protein
all0711,0.0896126764047932,2023,4.429692358121265e-05,all0711,Q8YYY1,WP_010994886,,,,,,All0711 protein
alr0524,0.0894218343975948,589,0.0001518197527972747,alr0524,P35796,WP_010994700,,,,,,Phycoerythrocyanin alpha chain
alr1231,0.0893210168513115,1264,7.06653614329996e-05,alr1231,Q8YXI2,WP_010995403,,,,,,histidine kinase (EC 2.7.13.3)
alr4876,0.0893078281240644,484,0.0001845203060414554,alr4876,Q8YMQ7,WP_010999002,,,,,,Alr4876 protein
alr1540,0.0892829996539265,487,0.00018333264816001334,alr1540,Q8YWR4,WP_010995709,,,,,,Alr1540 protein
all3051,0.0891977838660356,511,0.00017455535003138082,all3051,Q8YSN3,WP_010997202,,,,,,All3051 protein
all4615,0.0891169324904765,673,0.00013241743312106464,all4615,Q8YNF1,WP_010998746,,,,,,All4615 protein
alr3944,0.0890118318503349,403,0.0002208730318866871,alr3944,Q8YQ90,WP_010998085,,,,,,Cobalt transport protein CbiN (Energy-coupling factor transporter probable substrate-capture protein CbiN) (ECF transporter S component CbiN)
alr3934,0.0889425256019733,1645,5.4068404621260364e-05,alr3934,Q8YQ99,WP_010998075,,,,,,"Cobyrinate a,c-diamide synthase (EC 6.3.5.11) (Cobyrinic acid a,c-diamide synthetase)"
all4081,0.0887922203280295,1393,6.374172313569957e-05,all4081,Q8YPV9,WP_010998221,,,,,,All4081 protein
alr1331,0.0885024309720793,2962,2.9879281219473093e-05,alr1331,Q8YX84,WP_010995503,,,,,,Alr1331 protein
alr4703,0.0884661723635663,1792,4.936728368502584e-05,alr4703,Q8YN67,WP_010998834,,,,,,DNA 3'-5' helicase (EC 5.6.2.4)
asl4805,0.0884614197772994,298,0.0002968504019372463,asl4805,Q8YMW9,WP_010998935,,,,,,Asl4805 protein
all3271,0.0884059634450158,1219,7.252334983184234e-05,all3271,Q8YS20,WP_010997422,,,,,,All3271 protein
alr0537,0.0883309234489591,862,0.00010247206896630985,alr0537,P29989,WP_010994713,,,,,,Phycobilisome rod-core linker polypeptide CpcG4 (L-RC 29.2)
asr1048,0.0883024307182779,298,0.00029631688160495936,asr1048,Q8YY07,WP_010995222,,,,,,Asr1048 protein
all5023,0.0882850653524197,1144,7.71722599234438e-05,all5023,Q8YMB1,WP_010999149,,,,,,All5023 protein
all4422,0.0878007488703128,874,0.00010045852273491168,all4422,Q8YNY7,WP_010998557,,,,,,UDP-N-acetyl-D-mannosamine transferase
alr1529,0.0877012900258608,721,0.00012163840502893315,alr1529,Q8YWS4,WP_010995698,,,,,,Alr1529 protein
alr0534,0.0876860816279814,940,9.328306556168234e-05,alr0534,P29986,WP_010994710,,,,,,Phycobilisome rod-core linker polypeptide CpcG1 (L-RC 31.8)
alr0536,0.0876521343768689,814,0.00010768075476273822,alr0536,P29988,WP_010994712,,,,,,Photosystem I-associated linker protein CpcL (L-RC 27.2) (Phycobilisome rod-core linker polypeptide CpcG3)
asr0062,0.0874978288617394,307,0.0002850092145333531,asr0062,Q8Z0M9,WP_010994239,0.0,5.0,0.0,5.0,87.13225,Asr0062 protein
alr2015,0.0874561800205229,532,0.00016439131582805057,alr2015,Q8YVG3,WP_010996176,,,,,,Alr2015 protein
alr2189,0.087398595181469,1126,7.761864580947514e-05,alr2189,Q8YUZ2,WP_010996347,,,,,,Regulatory protein
alr4599,0.087387093665264,679,0.00012869969611968189,alr4599,Q8YNG7,WP_010998730,,,,,,Alr4599 protein
asl3383,0.0873196956561262,298,0.0002930191129400208,asl3383,Q8YRR0,WP_010997534,,,,,,Asl3383 protein
all3110,0.0872479768981535,910,9.587689769027857e-05,all3110,Q8YSH5,WP_010997261,,,,,,All3110 protein
asl2194,0.087166443455245,346,0.0002519261371538873,asl2194,Q8YUY7,WP_010996352,,,,,,Asl2194 protein
all0332,0.086909264670153,469,0.0001853076005760192,all0332,Q8YZX3,WP_010994508,,,,,,All0332 protein
alr4914,0.0867690542494111,571,0.0001519598147975676,alr4914,Q8YML9,WP_010999040,,,,,,Alr4914 protein
alr3897,0.0866443005240031,925,9.366951408000335e-05,alr3897,Q8YQD6,WP_010998038,,,,,,Alr3897 protein
asr4707,0.0866412200006997,343,0.0002525983090399408,asr4707,Q8YN63,WP_010998838,,,,,,Asr4707 protein
asl2329,0.0865874799733841,304,0.00028482723675455295,asl2329,Q8YUL5,WP_010996485,,,,,,Asl2329 protein
alr1057,0.086534787872426,442,0.00019578006305978732,alr1057,Q8YXZ8,WP_010995231,,,,,,Alr1057 protein
alr2117,0.0864470667006806,1912,4.5212900994079814e-05,alr2117,Q8YV64,WP_010996275,,,,,,Alr2117 protein
all2804,0.0864211727657418,589,0.00014672525087562274,all2804,Q8YTB9,WP_010996955,,,,,,All2804 protein
all2410,0.0864177771333388,1618,5.341024544705736e-05,all2410,Q8YUE2,WP_010996566,,,,,,All2410 protein
all3743,0.0863085588143276,463,0.00018641157411301856,all3743,Q8YQS6,WP_010997884,,,,,,Transcriptional regulator
all0567,0.0863059284903358,1093,7.89624231384591e-05,all0567,Q8YZB2,WP_010994743,,,,,,All0567 protein
all0878,0.0862862403790468,919,9.389144763770053e-05,all0878,Q8YYH2,WP_010995052,,,,,,All0878 protein
all1590,0.086241624570052,526,0.00016395746115979468,all1590,Q8YWL5,WP_010995759,,,,,,All1590 protein
all1210,0.0862238485708232,2821,3.0564994176115985e-05,all1210,Q8YXK2,WP_010995383,,,,,,All1210 protein
all1509,0.0861773268375601,1099,7.84143101342676e-05,all1509,Q8YWT5,WP_010995679,,,,,,All1509 protein
all2058,0.0861188411811647,1096,7.857558501931085e-05,all2058,Q8YVC0,WP_010996219,,,,,,All2058 protein
asr0081,0.0859061906831812,319,0.0002692984033955523,asr0081,Q8Z0L0,WP_010994258,,,,,,Asr0081 protein
all1820,0.085637431084342,3130,2.7360201624390417e-05,all1820,Q8YVZ6,WP_010995988,,,,,,All1820 protein
alr2802,0.0855322414467241,541,0.0001581002614542035,alr2802,Q8YTC0,WP_010996953,,,,,,Alr2802 protein
all4390,0.0854413883491263,730,0.00011704299773852919,all4390,Q05068,WP_010998527,2.0,9.0,4.0,5.0,91.72575,Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)
alr0235,0.0854401141307133,931,9.177241045189398e-05,alr0235,Q8Z066,WP_010994412,,,,,,Alr0235 protein
all4143,0.0853889600114802,676,0.00012631502960278138,all4143,Q8YPP9,WP_010998282,,,,,,All4143 protein
all0157,0.085304060876535,769,0.00011092855770680754,all0157,Q8Z0E1,WP_010994334,,,,,,All0157 protein
all0954,0.0851906545466297,1012,8.418048868244042e-05,all0954,Q8YY97,WP_010995128,,,,,,All0954 protein
alr1198,0.0851164574840084,913,9.322722615992157e-05,alr1198,Q8YXL4,WP_010995371,,,,,,Alr1198 protein
all0667,0.0850605233284482,1546,5.501974342072975e-05,all0667,Q8YZ20,WP_010994843,,,,,,All0667 protein
all0270,0.0850388202355263,556,0.00015294751840921994,all0270,Q8Z033,WP_010994447,,,,,,Diacylglycerol kinase
all0220,0.0849762125235116,835,0.00010176791918983426,all0220,Q8Z078,WP_010994397,,,,,,Adenylate dimethylallyltransferase (EC 2.5.1.27) (Dimethylallyl transferase) (Isopentenyl transferase)
alr2276,0.0849535651655387,1396,6.085498937359506e-05,alr2276,Q8YUQ9,WP_010996433,,,,,,Cytosine-specific methyltransferase (EC 2.1.1.37)
all4544,0.0849430597951838,424,0.00020033740517732027,all4544,Q8YNM0,WP_010998677,,,,,,All4544 protein
all3016,0.0848472091717102,763,0.00011120210900617325,all3016,Q8YSR8,WP_010997167,,,,,,All3016 protein
all2086,0.0847324525205834,1795,4.72047089251161e-05,all2086,Q8YV95,WP_010996244,,,,,,All2086 protein
all1887,0.0847319863707114,1228,6.899998890123078e-05,all1887,Q8YVT7,WP_010996051,,,,,,All1887 protein
all3024,0.0846798831985159,595,0.00014231913142607712,all3024,Q8YSR0,WP_010997175,,,,,,All3024 protein
alr3199,0.0845538586704644,1156,7.314347635853321e-05,alr3199,Q8YS92,WP_010997350,,,,,,DNA nickase (Alr3199 protein)
asr4048,0.0843912287338592,304,0.00027760272609822105,asr4048,Q8YPZ2,WP_010998188,,,,,,Asr4048 protein
all0966,0.0843645236024299,2170,3.8877660646281056e-05,all0966,Q8YY85,WP_010995140,,,,,,All0966 protein
all4774,0.0842142396637384,1024,8.224046842161953e-05,all4774,Q8YMZ9,WP_010998904,,,,,,Glutaminase (EC 3.5.1.2)
all4617,0.0841711926862714,577,0.00014587728368504576,all4617,Q8YNE9,WP_010998748,,,,,,All4617 protein
all0978,0.0840626964544808,3661,2.296167616893767e-05,all0978,Q8YY73,WP_010995152,,,,,,histidine kinase (EC 2.7.13.3)
all1380,0.0837221478042763,679,0.00012330213225961162,all1380,Q8YX37,WP_010995552,,,,,,All1380 protein
alr3982,0.0834804721116474,1465,5.698325741409379e-05,alr3982,Q8YQ53,WP_010998123,,,,,,histidine kinase (EC 2.7.13.3)
all3313,0.0834065103762653,1783,4.6778749509963715e-05,all3313,Q8YRX9,WP_010997464,,,,,,All3313 protein
alr0276,0.0831473943496063,7147,1.1633887554163467e-05,alr0276,Q8Z027,WP_010994453,,,,,,Alr0276 protein
alr3158,0.0829986915063208,547,0.00015173435375927022,alr3158,Q8YSD1,WP_010997309,,,,,,"Two-component system, regulatory protein"
all3541,0.0829198583485829,1735,4.779242556114288e-05,all3541,Q8YRA7,WP_010997691,,,,,,All3541 protein
alr0710,0.0828083814778632,5500,1.505606935961149e-05,alr0710,Q8YYY2,WP_010994885,,,,,,histidine kinase (EC 2.7.13.3)
asr0581,0.0827266781363555,331,0.00024992954119744864,asr0581,Q8YZ98,WP_010994757,,,,,,Asr0581 protein
all3820,0.0825146116250025,619,0.00013330308824717688,all3820,Q8YQK3,WP_010997961,,,,,,All3820 protein
alr1545,0.0824745434992111,484,0.00017040194937853532,alr1545,Q8YWQ9,WP_010995714,,,,,,Steroid delta-5-3-ketosteroid isomerase
all1280,0.0823769469519007,2926,2.8153433681442483e-05,all1280,Q8YXD3,WP_010995452,,,,,,Two-component sensor histidine kinase
all0065,0.0822666729834123,451,0.00018240947446432882,all0065,Q8Z0M6,WP_010994242,0.0,5.0,0.0,5.0,86.72525,All0065 protein
alr0685,0.0821861232739174,673,0.00012211905389883715,alr0685,Q8YZ03,WP_010994861,,,,,,Alr0685 protein
all5024,0.082176904556415,859,9.566577946032014e-05,all5024,Q8YMB0,WP_010999150,,,,,,All5024 protein
all3315,0.0821256309779772,4108,1.9991633636313827e-05,all3315,Q8YRX7,WP_010997466,,,,,,All3315 protein
all0907,0.0820655932763746,886,9.262482311103228e-05,all0907,Q8YYE3,WP_010995081,,,,,,Phosphate import ATP-binding protein PstB 1 (EC 7.3.2.1) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1)
alr4536,0.0820219442418695,682,0.00012026678041329839,alr4536,Q8YNM8,WP_010998669,,,,,,Alr4536 protein
all4614,0.0819617877337595,1366,6.000130873628075e-05,all4614,Q8YNF2,WP_010998745,,,,,,All4614 protein
all4401,0.0817807770430555,1213,6.742026137102679e-05,all4401,Q8YP08,WP_010998536,,,,,,All4401 protein
all0641,0.0817015776831301,400,0.00020425394420782526,all0641,Q8YZ46,WP_010994817,,,,,,All0641 protein
alr0739,0.0815765320486449,682,0.00011961368335578431,alr0739,Q8YYV4,WP_010994913,,,,,,Alr0739 protein
all4382,0.0815615929339742,1036,7.87274063069249e-05,all4382,Q8YP20,WP_010998519,,,,,,All4382 protein
all2897,0.0815488888798411,2041,3.9955359568760955e-05,all2897,Q8YT29,WP_010997048,,,,,,histidine kinase (EC 2.7.13.3)
alr3426,0.0814700619453209,472,0.00017260606344347647,alr3426,Q8YRM0,WP_010997576,,,,,,Alr3426 protein
all1916,0.0814368002390122,1357,6.001238042668548e-05,all1916,Q8YVQ8,WP_010996080,,,,,,"Sugar transport system, sugar-binding protein"
alr2106,0.0814364095921211,433,0.00018807484894254296,alr2106,Q8YV75,WP_010996264,,,,,,Alr2106 protein
all3852,0.0813113154663794,946,8.595276476361458e-05,all3852,Q8YQH6,WP_010997993,,,,,,All3852 protein
alr3460,0.0811173320927762,1129,7.184883267739257e-05,alr3460,Q8YRI6,WP_010997610,,,,,,Methionyl-tRNA formyltransferase (EC 2.1.2.9)
alr3090,0.081054894179463,793,0.00010221298131079824,alr3090,Q8YSJ5,WP_010997241,0.0,7.0,2.0,5.0,91.30425,Alr3090 protein
alr0286,0.0810053848849053,553,0.00014648351697089566,alr0286,Q8Z017,WP_010994463,,,,,,Small heat shock protein
all1695,0.080949431440852,4450,1.8190883469854382e-05,all1695,Q8YWC0,WP_010995864,,,,,,All1695 protein
alr1460,0.0807845960347458,682,0.00011845248685446599,alr1460,Q8YWY2,WP_010995630,,,,,,Alr1460 protein
all3030,0.0806982635134688,598,0.00013494692895228897,all3030,Q8YSQ4,WP_010997181,,,,,,All3030 protein
all3321,0.0806896628197271,805,0.00010023560598723864,all3321,Q8YRX1,WP_010997472,,,,,,All3321 protein
alr0336,0.0805426915767727,571,0.00014105550188576655,alr0336,Q8YZW9,WP_010994512,,,,,,Alr0336 protein
all3675,0.0803985705842079,673,0.00011946295777742631,all3675,Q8YQY5,WP_010997819,,,,,,All3675 protein
asl2151,0.0803459591577438,304,0.00026429591828205196,asl2151,Q8YV30,WP_010996309,,,,,,Asl2151 protein
alr1910,0.0802404887193202,991,8.096921162393562e-05,alr1910,Q8YVR4,WP_010996074,,,,,,Alr1910 protein
all1802,0.0801376604583911,1435,5.584505955288579e-05,all1802,Q8YW14,WP_010995970,0.0,5.0,0.0,5.0,88.98474999999999,All1802 protein
all0364,0.0799085542710002,2803,2.8508224855868783e-05,all0364,Q8YZU3,WP_010994540,,,,,,All0364 protein
alr1067,0.0798770365293948,538,0.00014847032812155168,alr1067,Q8YXY9,WP_010995241,,,,,,Alr1067 protein
all2302,0.0796284118593625,1273,6.255177679447171e-05,all2302,Q8YUN7,WP_010996458,,,,,,Patatin-like protein
alr1718,0.0796215162271359,469,0.00016976869131585479,alr1718,Q8YW97,WP_010995887,,,,,,Alr1718 protein
all2977,0.0796075415829852,475,0.000167594824385232,all2977,Q8YSV4,WP_010997128,0.0,5.0,0.0,5.0,91.33075,All2977 protein
all0479,0.0795898603553004,1432,5.557951142129916e-05,all0479,Q8YZI1,WP_010994655,,,,,,All0479 protein
all3044,0.0795852539290992,595,0.0001337567292926037,all3044,Q8YSP0,WP_010997195,,,,,,All3044 protein
alr0584,0.0795407149892256,1303,6.104429392879938e-05,alr0584,Q8YZ95,WP_010994760,,,,,,Alr0584 protein
all2344,0.0795291173456079,1420,5.6006420665921055e-05,all2344,Q8YUK2,WP_010996500,,,,,,All2344 protein
alr4161,0.0794587580675148,895,8.878073527096626e-05,alr4161,Q8YPN2,WP_010998300,,,,,,7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)
all0712,0.0794338761166249,1000,7.943387611662491e-05,all0712,Q8YYY0,WP_010994887,,,,,,All0712 protein
all4221,0.0793717112773539,964,8.233580008024263e-05,all4221,Q8YPH3,WP_010998359,,,,,,All4221 protein
alr0236,0.0793341221356105,1159,6.84504936459107e-05,alr0236,Q8Z065,WP_010994413,,,,,,Alr0236 protein
alr0214,0.0793320968671153,571,0.00013893537104573607,alr0214,Q8Z084,WP_010994391,0.0,5.0,0.0,5.0,90.3535,Alr0214 protein
all2661,0.0793227120463325,1081,7.337901206876271e-05,all2661,Q8YTQ2,WP_010996817,,,,,,All2661 protein
all4051,0.0792523027132527,946,8.377621851295212e-05,all4051,Q8YPY9,WP_010998191,,,,,,All4051 protein
alr2505,0.0792338618789145,1267,6.25365918539183e-05,alr2505,Q8YU51,WP_010996661,,,,,,cysteine desulfurase (EC 2.8.1.7)
all1636,0.0790937570567176,4246,1.8627827851323036e-05,all1636,Q8YWH7,WP_010995805,,,,,,Regulatory protein
